qualification_id,call_id,lead_id,interest_type,target_state,target_city,budget_min,budget_max,timeline_months,pre_approval_status,desired_property_type,move_in_timeline,property_address,estimated_value,reason_for_selling,listing_timeline,agent_matched,created_at
8bb1caf9-be39-44ef-8fe2-3e365f7c0972,0e220f58-4674-4303-804e-5b50d4ba5772,9265687d-b0ae-46e9-93fd-4077c03e5518,buyer,WI,West Donberg,250000,400000,1,In Progress,Commercial,ASAP,,,,,True,2026-03-23T11:08:15.520325
fa3c4f0e-7d40-4f6e-8434-1beddc52e6cc,493a0ffb-4e90-44d8-b897-254e265f7c5d,c9a41647-070e-465c-bb32-d110b86b33ce,buyer,WV,Marcfort,100000,250000,12,Approved,Multi-Family,ASAP,,,,,True,2026-04-24T02:21:54.520325
33510df1-2878-4c35-873b-62b07f181ee7,2a58c160-799b-47ca-b5bb-aa639d53e6cb,9ba64d5b-6864-4fb8-b89b-a50a680f0a10,seller,MT,Nicolemouth,1500000,5000000,12,,,,"PSC 7782, Box 0582, APO AP 45281",2754451.0,Downsizing,1-3 months,True,2026-06-29T08:43:39.520325
253eb1fd-3225-48dc-a0f4-68b77be0aded,d5ee8dbb-f980-4f5f-903b-35714883b42a,ee56605e-a267-434a-b15c-dbc558b1fb08,seller,SC,Jasminestad,1500000,5000000,12,,,,"5535 Jones Square Apt. 538, North Tina, WY 67013",4012873.0,Relocation,3-6 months,True,2026-05-08T12:49:05.520325
d535c650-2e22-4f2a-85a4-dce47e4e3448,293544c9-7baf-45df-a641-9dcc0be339aa,8bfa1798-c526-4176-8b94-0771a8b27503,seller,SD,West Scottchester,100000,250000,12,,,,"4381 Jordan Haven Suite 840, South Tracey, AR 01508",166492.0,Upsizing,3-6 months,True,2026-03-27T17:52:28.520325
e4c63365-d859-4a42-86b2-bf9f29fdf7c0,e1674a14-6e26-41d1-b77b-aa36ecda816b,edeb2da1-caa3-416b-8754-eea9cdeb254b,buyer,HI,South Gregory,100000,250000,24,Approved,Commercial,3-6 months,,,,,True,2026-04-13T10:03:44.520325
ae95be57-32a1-46c5-b1db-b4bacbdeaa46,717b8170-7bcb-428b-8d8e-987c3b4352b6,aa312c41-a300-427c-b43d-8b5081ee938c,buyer,VT,South Alexis,250000,400000,3,Approved,Commercial,ASAP,,,,,True,2026-06-23T11:33:52.520325
906f4138-21aa-47e6-b36a-6e295db1f02a,ab1920d3-8c8f-4375-b7f8-2f226729f8dd,9d6c2845-8535-47b8-87ee-1b878c795f55,seller,ND,Port Travisbury,250000,400000,12,,,,"83866 Christian Mills Suite 177, Davidfort, WA 86139",340448.0,Financial Hardship,Not sure,True,2026-01-24T00:49:43.520325
1fc9ec34-b0c5-48c0-a2ca-8a38f96f7f58,9640859b-dfec-4180-9cc4-5e9f7f586b8e,9391fd8e-b6c3-4276-945e-08847b858517,seller,AL,Wagnerberg,600000,900000,24,,,,"8937 Krystal Place, Erintown, MO 84852",632356.0,Upsizing,3-6 months,True,2026-05-02T11:36:31.520325
8d7fbe21-0ebd-4fec-9eeb-adf3e9a19f99,2230485a-64f8-4773-8717-8150c929a9ae,a9d114d4-6683-4f02-ba48-3caf25af879f,seller,FL,Samuelborough,600000,900000,24,,,,"919 Roman Cliff Suite 262, East Tannerhaven, NH 71352",773459.0,Investment,Within 30 days,True,2026-01-20T13:43:14.520325
e64b5afd-5419-4493-947f-dad03c540d60,badf39ba-5a02-46af-b505-b15e508f6209,b3d2be93-e22f-4757-a333-ed89b03cb904,seller,MD,Port Tammy,1500000,5000000,1,,,,"82422 Donovan Fork, Staceyhaven, MH 37731",2567270.0,Upsizing,1-3 months,True,2026-04-04T22:18:23.520325
9a80a105-70a6-4589-b462-0bb25c2aa47f,00db72e8-399c-4ab8-8b44-0700e45547ef,dfffd959-a9bb-420d-ae24-20873aa4e759,seller,OK,Douglasshire,400000,600000,12,,,,"24471 Livingston Harbor, Schwartzmouth, KS 21730",479165.0,Estate Sale,Not sure,True,2026-05-24T04:42:45.520325
eed2f277-cf02-460f-abee-cf977ccf729d,f4cee988-e369-488b-bfed-650ce1e214a8,3e7bf25e-4450-4945-8a1b-f2d9c2aa79ee,seller,TN,Terryside,600000,900000,3,,,,"3106 Hernandez Lake Apt. 614, Gonzaleztown, IL 22892",669474.0,Upsizing,1-3 months,True,2026-06-07T17:33:36.520325
c64cc6ae-86c1-495b-a426-89f7d293b2ae,8b93ac6e-61a5-48c2-8c13-ed41a6b5b3ee,90a90499-6280-429d-821e-14c3fe2f41ea,buyer,ME,West Rachelton,400000,600000,3,Approved,Multi-Family,3-6 months,,,,,False,2026-05-17T02:10:50.520325
eb17ae74-d284-407f-a7f2-7d0ce029490b,7ee9f3f9-5ce6-4712-a6b5-f3b36536532e,ebf759f7-d32f-4488-ade3-fe75aeb0e78a,buyer,WA,New Stephaniefurt,250000,400000,24,In Progress,Condo,3-6 months,,,,,True,2026-07-15T21:59:48.520325
ef773e85-157d-44b8-a27a-67c5e9eb1f2a,ede9915e-98a0-4b70-8437-ce4ab9a5f410,79767b9d-c0fa-4f25-acbf-fa2c72214805,seller,NV,Campbellport,1500000,5000000,1,,,,"86463 Patricia Unions Suite 520, Powersfurt, NV 69007",3653110.0,Investment,Not sure,True,2026-07-10T07:38:17.520325
6b94a838-6735-415f-a881-86ba4acb6bf3,b6397d16-c0cd-4d98-b8c2-978c102a4b82,3062703d-49b9-4dfa-a2d6-ab297a6b1517,seller,TX,Porterville,250000,400000,12,,,,"37100 Camacho Mountains Suite 164, Lake Kimberlyside, VT 03610",360539.0,Upsizing,Within 30 days,True,2026-04-09T22:06:12.520325
257f217a-e9f7-4084-81d5-02e4fb4ef1e6,b2374c77-a684-43bf-9087-44656e6d1c3d,5f64b92c-b9c4-419b-aa37-52a248921e8a,seller,CT,West Joshua,900000,1500000,1,,,,"993 Porter Plaza, Brownview, MS 18488",1488730.0,Estate Sale,3-6 months,True,2026-03-10T04:00:57.520325
b899b470-f0c2-4cd2-8502-15d85b825984,3e2b7203-6371-46e0-bb5e-e4c0ca42244c,b3d2be93-e22f-4757-a333-ed89b03cb904,seller,MD,Port Tammy,1500000,5000000,1,,,,"82422 Donovan Fork, Staceyhaven, MH 37731",2567270.0,Upsizing,1-3 months,True,2026-06-12T15:08:26.520325
4f9b3e2e-2a95-4f69-8f08-0dc11bb38c28,1c1e954b-7918-45d0-a864-1434da3c4ea4,babee963-c65e-4eec-a34a-1dd782cc4461,buyer,MO,North Tinamouth,1500000,5000000,6,Approved,Commercial,3-6 months,,,,,True,2026-05-28T13:11:19.520325
0ac6136b-e18f-4b95-afaa-84e37aabfeb5,e5402350-10bc-4dd7-b7c6-7ea8c73d8e38,a754f2b6-fa16-41d9-99d5-f4a75ed56e6e,seller,HI,East Terrance,400000,600000,3,,,,"0892 John Viaduct Apt. 653, Lake Rebekah, WY 09466",511153.0,Relocation,1-3 months,True,2026-04-24T17:51:33.520325
22c3b955-0211-4540-9b03-ed9bfaa04b4e,b5fa2577-4b22-4083-a0eb-bea600b7fd06,35294f62-65fa-4b6e-9cfa-19b91cc40822,seller,ND,New Barry,1500000,5000000,6,,,,"51958 Randy Drive Apt. 944, Williamburgh, MP 26923",4652570.0,Estate Sale,Not sure,True,2026-04-26T15:29:35.520325
a90d9641-1ce2-4895-90be-2e81cf5cc8bf,57dd4d9c-392e-4444-bdad-749db1d6dcaf,edeb2da1-caa3-416b-8754-eea9cdeb254b,buyer,HI,South Gregory,100000,250000,24,Approved,Commercial,3-6 months,,,,,True,2026-01-20T18:21:26.520325
b11957b1-9da5-43a4-96ae-90a7dcbbe3ed,cbadda3e-3785-4c85-ac44-99b8aeeb675f,1538844d-1993-4127-923e-58f5d29e52c9,seller,MI,Port Heatherchester,900000,1500000,1,,,,"2215 Rowland Lane, Scottborough, PR 83738",1101369.0,Estate Sale,Not sure,True,2026-06-23T10:13:48.520325
1292b2f0-cf99-4625-98c2-c147c76fa196,feb75b98-6535-4d9a-9916-985729264529,90a90499-6280-429d-821e-14c3fe2f41ea,buyer,ME,West Rachelton,400000,600000,3,Approved,Multi-Family,3-6 months,,,,,False,2026-02-02T20:49:02.520325
1c3b122a-824c-442c-a723-6354a3f664bd,764cf1c2-1a0a-4968-87a4-bf5866bc09cb,27d78149-47d1-4d08-89a7-12c45bfcc8c9,buyer,CT,East John,600000,900000,24,In Progress,Land,6-12 months,,,,,True,2026-02-26T23:28:15.520325
07ea92ff-43c5-4f6b-b7b1-b779abbb9bbf,263b5674-987b-4f33-b6d0-b2990643b922,73f48410-3960-47ae-a888-93e5da83d216,seller,NJ,Kentbury,1500000,5000000,12,,,,"7727 Walker Heights Apt. 642, Jodychester, AS 39803",1679330.0,Investment,1-3 months,False,2026-03-03T10:06:14.520325
55eb7c71-e106-4ac7-92da-a8e9c70bc017,1e1ca502-0ee4-49b2-8cb3-98e9784586bd,f44243b5-483d-459b-b5d9-e11b41b65f32,seller,UT,Youngtown,1500000,5000000,6,,,,"4260 Matthew Brook, South Codychester, VA 39953",3277692.0,Estate Sale,1-3 months,True,2026-03-30T11:15:52.520325
e30a273d-32dc-49d1-9c77-442f7d7bbde9,d37be327-a617-4809-b38d-95ccd1d7025a,349dd27a-240e-4ed1-942e-8fe525197cf0,seller,IN,West Stevenland,900000,1500000,24,,,,"11212 Garza Brooks Apt. 035, Millerbury, ME 89746",1239492.0,Relocation,1-3 months,True,2026-03-12T12:34:00.520325
635d60dd-6411-4999-bcc2-464e1ecfc60b,c9616b34-468c-4156-b51d-fff967b5cd02,8bfa1798-c526-4176-8b94-0771a8b27503,seller,SD,West Scottchester,100000,250000,12,,,,"4381 Jordan Haven Suite 840, South Tracey, AR 01508",166492.0,Upsizing,3-6 months,True,2026-04-30T22:43:15.520325
ff3a4334-4387-4f3f-be4c-a6b9f319d43a,f297a225-437b-4787-be6e-91c1cfa607ad,e792e61b-0a00-42f2-9427-eaf32253c768,buyer,VA,Catherinehaven,1500000,5000000,3,Not Started,Single Family,6-12 months,,,,,True,2026-06-19T04:20:26.520325
2243b9c9-6b9b-48cb-acba-24987cfe231f,a7fc06bd-f74f-411e-8530-d92e20017b28,c9a41647-070e-465c-bb32-d110b86b33ce,buyer,WV,Marcfort,100000,250000,12,Approved,Multi-Family,ASAP,,,,,True,2026-03-27T12:18:48.520325
79075ead-0e43-4c3d-aed2-1831b1feb3d7,df4c544e-09bf-4c26-a3e1-6ba02869039c,1c97c979-cd63-4ea1-82ff-b1daa93afd2a,seller,HI,Marquezstad,250000,400000,1,,,,"384 Wolfe Parkway Apt. 056, Ramirezborough, PW 18475",306739.0,Downsizing,1-3 months,True,2026-05-02T12:20:02.520325
885e6a6a-202b-4092-b3b5-0a97fdb47a65,305b71c3-105d-443c-8154-8753548be847,888ec84e-da04-4d6f-b766-35af40a6ae72,buyer,TX,Melissashire,900000,1500000,6,Not Started,Land,3-6 months,,,,,True,2026-04-28T15:00:32.520325
822e112b-3bb0-4809-adc2-447174d2e3fd,fd44251a-022b-471b-8983-6a2173d3107c,c24e5a8f-5469-48ed-ba37-7ed31a26ca7f,seller,MN,South Allisonfort,100000,250000,24,,,,"0596 Michael Vista, New Shawnfurt, AK 91361",246348.0,Relocation,Within 30 days,True,2026-03-07T02:09:19.520325
1ca608bc-0b5b-4073-b858-f2c032e45c30,f74ba0ac-4d4a-4646-a1d7-65e9da861d46,b086bafa-e087-4907-8429-53805691962e,seller,WY,Allenchester,600000,900000,6,,,,"Unit 8587 Box 4951, DPO AP 10403",876588.0,Upsizing,1-3 months,True,2026-06-16T15:12:55.520325
1ed26233-a127-4849-bd18-679014be0c9e,d9d6ddd5-9cfe-4871-9714-c0dcf11e11d2,77cf09a6-0ff8-41ce-94b8-52d49d609ee1,buyer,TX,East Stephaniefort,100000,250000,12,Not Started,Commercial,1-3 months,,,,,False,2026-03-17T14:24:27.520325
601a7137-b70b-4199-8ced-072fea6e5ede,2949ccaa-30fa-4cf4-a9cf-4514a833cab7,8bfa1798-c526-4176-8b94-0771a8b27503,seller,SD,West Scottchester,100000,250000,12,,,,"4381 Jordan Haven Suite 840, South Tracey, AR 01508",166492.0,Upsizing,3-6 months,True,2026-05-03T07:50:42.520325
b6c96b2e-e44e-45e7-9ada-076d50e7c951,e581aa83-ff36-4cb5-857b-f26b6cc7cd56,08b6e978-35a5-4dad-9fc5-d4a41d707368,seller,VA,Hardingberg,600000,900000,3,,,,"33682 Robinson Fords, Lake Barbara, AL 49031",758822.0,Job Change,Within 30 days,False,2026-05-26T02:04:40.520325
81026cc6-7b95-461c-ab39-a6feec6c54b0,14df1ff3-9fa0-4d78-8600-6e3dcd1c9932,6c081e21-db65-4124-b305-2cfb251b7f22,seller,TN,South Chad,1500000,5000000,3,,,,"Unit 3962 Box 7128, DPO AA 29125",2000609.0,Estate Sale,Not sure,True,2026-04-01T04:37:33.520325
c3372821-f680-4cda-904c-3fb2e121bcdd,3c6cea81-ae64-4c9a-b1e4-4a3679f393ab,a9d114d4-6683-4f02-ba48-3caf25af879f,seller,FL,Samuelborough,600000,900000,24,,,,"919 Roman Cliff Suite 262, East Tannerhaven, NH 71352",773459.0,Investment,Within 30 days,True,2026-03-14T21:49:00.520325
8f386dd2-ab3c-4d86-9d87-c384c08dc067,cf252494-bbbf-49a1-af98-bfd3728f4e4f,2e31b135-2e01-4507-b7f0-f2f3c4850852,seller,KY,Smithview,400000,600000,3,,,,"4562 Rodriguez Mill Suite 225, Smithborough, DE 25347",437155.0,Downsizing,3-6 months,True,2026-05-23T13:37:20.520325
df98f2db-b77d-4585-93b8-fbb7d52ce481,42d78229-2165-4e1a-84df-8625b533e409,f399d231-d172-42b4-bccc-526fb5b0e8a9,buyer,TN,West Saramouth,900000,1500000,3,In Progress,Condo,ASAP,,,,,True,2026-07-09T07:37:11.520325
59bc6c80-72f8-48fe-ab31-ea689d492a38,4a10b1f3-8d17-4f50-b1ee-2bad391dd48d,dd7da5ce-cd0b-46ea-a180-5c9c584a2c22,buyer,MA,Rasmussenmouth,400000,600000,3,Not Started,Multi-Family,3-6 months,,,,,True,2026-02-03T21:05:33.520325
9345cc03-0fd3-4017-b16c-75e9ec6d67f2,2e8bc4d7-1f00-45c4-b0c1-c355fd569071,1538844d-1993-4127-923e-58f5d29e52c9,seller,MI,Port Heatherchester,900000,1500000,1,,,,"2215 Rowland Lane, Scottborough, PR 83738",1101369.0,Estate Sale,Not sure,True,2026-06-28T13:49:53.520325
4d5e26c0-d078-4323-9894-56fb8fe4e0bf,974c0e8c-1667-47ae-9551-b9311257e735,27d78149-47d1-4d08-89a7-12c45bfcc8c9,buyer,CT,East John,600000,900000,24,In Progress,Land,6-12 months,,,,,False,2026-03-23T07:52:51.520325
b9644440-5ffd-4aa7-b12b-d00b357b8907,54c792a2-e966-426d-88c0-9195a9c8925d,ce585dac-4edc-4b9d-986c-355e703e4e3b,buyer,WI,Port Michael,100000,250000,1,In Progress,Land,3-6 months,,,,,True,2026-07-01T21:17:43.520325
28b29681-ef05-492c-b054-826eec5c4456,c106815e-61d6-421d-8873-3d80c10bb167,5a30de2b-e20e-47f1-a0a1-b6174f0f014e,buyer,FL,Port Charlestown,1500000,5000000,12,Not Started,Commercial,1-3 months,,,,,True,2026-02-11T20:59:56.520325
e55c6bf7-e1b2-4d89-b2e1-be88de08c328,12fd3a2e-6c17-4d2f-84a5-55799b852452,f399d231-d172-42b4-bccc-526fb5b0e8a9,buyer,TN,West Saramouth,900000,1500000,3,In Progress,Condo,ASAP,,,,,True,2026-06-02T09:28:52.520325
d7b14d20-b035-4d0e-be33-18091a038ffe,453f475f-ba8b-4e8d-9663-5e2e299f0d79,b1cc07e3-dd1e-438c-8e4d-5935f2cbf328,buyer,VA,Raymondville,600000,900000,6,Not Started,Townhouse,1-3 months,,,,,True,2026-07-08T05:02:55.520325
00442a77-3027-4993-8f31-2656d6b37e28,3cbe1fd3-e58c-4b57-beeb-00f638f070d3,16c63159-f06e-44b6-ba1b-728ba2fbca47,seller,NV,Amyberg,900000,1500000,24,,,,"8688 Christina Mews, West Randall, FL 99184",977267.0,Job Change,Not sure,True,2026-01-19T13:59:25.520325
715b262f-fc57-4163-93af-bb6d605deb7a,8f6813bf-b392-4884-8c88-902e2bc78de5,0d51a41f-61b2-4235-9add-6f9cfd56e069,buyer,AR,North Douglas,250000,400000,12,Approved,Townhouse,6-12 months,,,,,False,2026-06-13T14:09:53.520325
7f7c710e-2d7d-4631-a103-4e35c7dc00ba,88d8f36b-30df-46f3-a820-68f3ba32e478,c733c46c-7333-4a9f-b323-ac55acdf740c,buyer,AZ,Carloston,400000,600000,24,In Progress,Condo,3-6 months,,,,,False,2026-04-13T21:27:45.520325
5564f17d-2107-4e46-a681-a9667b81878e,d772cadc-fa14-4c02-8942-ddb12c32fe71,bca31081-d68f-4216-8e21-4e68ef3adc8d,buyer,OK,Santosmouth,250000,400000,12,In Progress,Commercial,6-12 months,,,,,False,2026-02-05T01:45:32.520325
de8d7d2a-eaac-45f5-b522-6d768d0d6f29,b2ecaee5-b52d-4bfb-aec5-0441ffad6c30,ce585dac-4edc-4b9d-986c-355e703e4e3b,buyer,WI,Port Michael,100000,250000,1,In Progress,Land,3-6 months,,,,,True,2026-06-18T20:23:37.520325
88c003f1-8196-414b-9581-0eac15281914,4bab1474-e36b-46d8-b4c4-3642a04bf7bb,2fd8cb0f-aac5-45a3-afe3-48e23cec7471,seller,AK,Ambertown,1500000,5000000,12,,,,"PSC 7365, Box 1189, APO AE 75955",3189387.0,Downsizing,Not sure,True,2026-03-28T16:52:42.520325
599aa8ba-51b0-4a32-a5df-83f87adc3e85,4a96f47a-1784-4a61-92b0-bea026271973,5cb19682-7d3d-4728-b682-d65ed7a37c29,seller,CT,Yushire,1500000,5000000,6,,,,"0695 James Overpass, Ramseychester, CO 57826",4630640.0,Job Change,Within 30 days,True,2026-05-12T16:55:19.520325
1c573915-6cae-42e6-bb19-279365fed284,f4d6acb0-fb44-49c6-85eb-a2c73eeed37a,6b919d10-fd1f-430b-b7e8-4e46a04f9bcb,seller,MO,East Donna,400000,600000,12,,,,"001 Stacy Trail Suite 396, South Pamelaside, LA 84637",498473.0,Downsizing,1-3 months,False,2026-03-17T15:40:59.520325
e897d841-d14f-4f02-a8f9-562b663f8e48,b43538d1-04d6-4aee-942f-572d0764ca08,02e46f74-a47a-47b9-b5d2-cef44d800f66,seller,UT,Courtneyville,1500000,5000000,12,,,,"USNV Gilmore, FPO AP 23341",3829420.0,Job Change,Within 30 days,True,2026-04-25T15:49:52.520325
4b874242-5270-42b4-ac8e-08ef8a1fab62,3402faae-f419-4b98-851b-f5fad13a92ad,9d6c2845-8535-47b8-87ee-1b878c795f55,seller,ND,Port Travisbury,250000,400000,12,,,,"83866 Christian Mills Suite 177, Davidfort, WA 86139",340448.0,Financial Hardship,Not sure,True,2026-06-25T04:31:01.520325
0a8ab1c1-f288-4c5b-9aa6-cb8b2bf40441,e2f848a3-1bfe-459d-81bb-67db930850cc,6e1e39e0-f751-4a58-961a-16c48337121e,buyer,ND,Thomasville,900000,1500000,3,Not Started,Single Family,ASAP,,,,,True,2026-05-19T19:40:05.520325
9f0566cc-26f9-428c-b239-017641ab7bb1,c18a0ab6-77cd-4970-bcae-e83abeb2f0ba,349dd27a-240e-4ed1-942e-8fe525197cf0,seller,IN,West Stevenland,900000,1500000,24,,,,"11212 Garza Brooks Apt. 035, Millerbury, ME 89746",1239492.0,Relocation,1-3 months,True,2026-06-04T22:30:29.520325
dc1d89b2-b8e0-4b27-822a-14881664854e,069cbde4-e7ae-4548-b783-7b4981035709,523dfb21-7719-454b-9f36-4b8d8d1567b7,buyer,MD,Jamesborough,100000,250000,1,Approved,Land,1-3 months,,,,,True,2026-01-26T20:30:07.520325
3a707b72-bd63-4a8a-a533-ae0e2a816090,a74f472a-6c1f-4e9c-8640-0e73141171ae,c24e5a8f-5469-48ed-ba37-7ed31a26ca7f,seller,MN,South Allisonfort,100000,250000,24,,,,"0596 Michael Vista, New Shawnfurt, AK 91361",246348.0,Relocation,Within 30 days,False,2026-03-30T09:49:26.520325
fa628961-25ca-4481-8e22-ce5840dc4307,75c156b2-0943-4edb-9e61-5a4535c2a056,a497929b-4d23-4749-83db-d8b0782105a4,buyer,RI,New Mark,1500000,5000000,24,In Progress,Condo,1-3 months,,,,,False,2026-03-23T20:43:53.520325
a1d41528-47ff-4dc3-a3c5-e02867a58474,f694b60f-7980-43fc-b12c-f2c7ec45c545,8eb99ca8-69b0-404e-a96f-b45f1a834379,seller,OK,Port Brooke,900000,1500000,24,,,,"7242 Marsh Flat Apt. 652, Waltershire, IN 03218",1176502.0,Financial Hardship,Not sure,True,2026-03-25T14:52:24.520325
1acde6fc-1fd6-402f-9ffe-e5ad7294dd92,2612c12a-dac9-40cf-9d54-425382130b40,f2a1ea8c-2e9b-4141-849a-611048a451e7,seller,TN,Angelaport,900000,1500000,3,,,,"55732 Mcdonald Mount, Masonview, KS 79618",1235876.0,Relocation,Not sure,True,2026-02-13T02:10:20.520325
4d8c75e1-8dc0-4955-a974-4a5adfd02766,411bef13-61f2-4373-8fb0-f41250df9403,c106564a-9315-4d06-91e7-0871ea30f8f3,seller,UT,Lake Robertfort,900000,1500000,3,,,,"9342 Lisa Prairie, Lake Johnton, IN 33268",1178961.0,Downsizing,Not sure,True,2026-02-10T04:49:26.520325
db33cc1f-83f1-4618-9051-83fef9fc02a8,637565a5-80be-4763-a7e8-33499c08ac6e,cbf5bc89-ab93-473d-bca3-c754f040595b,buyer,MN,South Brianna,400000,600000,1,In Progress,Single Family,3-6 months,,,,,True,2026-06-19T04:18:11.520325
a1f4d12c-bd84-4044-b286-45ba48171908,5eef6d98-12d0-4af9-a355-795ad46f2720,6bda2293-8d09-4443-861f-2bd9a55aa4a3,seller,MN,New Raymondland,900000,1500000,6,,,,"227 Tony Run Apt. 898, East Charles, WI 56870",1107772.0,Downsizing,Not sure,True,2026-07-13T14:51:06.520325
eb683b3c-8860-463e-bc50-e50e7c754e76,dc3988a0-efe2-452a-985a-78fc3c8081a6,c24e5a8f-5469-48ed-ba37-7ed31a26ca7f,seller,MN,South Allisonfort,100000,250000,24,,,,"0596 Michael Vista, New Shawnfurt, AK 91361",246348.0,Relocation,Within 30 days,True,2026-05-02T07:05:57.520325
4c6ca12d-dc55-4782-afd8-3a3374cea9ce,73b86b93-535d-472e-9920-7cf51279a00d,f726181a-4fd5-4ce9-ac12-089c1aae9a40,buyer,LA,North Janetborough,400000,600000,12,In Progress,Commercial,3-6 months,,,,,True,2026-03-07T11:21:41.520325
7d0c2429-2601-4414-a85e-6c47403b51b1,05276560-d585-452a-a528-ed4d775d21bb,16c63159-f06e-44b6-ba1b-728ba2fbca47,seller,NV,Amyberg,900000,1500000,24,,,,"8688 Christina Mews, West Randall, FL 99184",977267.0,Job Change,Not sure,True,2026-06-27T11:00:06.520325
9aa0dac8-cd0b-48c2-9510-be10829f5d96,35a567d0-f73b-4028-a022-8e3f9e4e88e0,5388c8ba-a102-4a2e-bbbb-f9cc34163c31,seller,IA,Ramosport,900000,1500000,1,,,,"726 Powers Ranch, West Andrew, AS 12568",1318002.0,Estate Sale,Within 30 days,False,2026-04-01T07:50:14.520325
6a28cb34-5e67-4d56-a59e-a36ee1d08996,dc8cef5d-f2b0-49da-8c78-0d5a4e3fa444,d757f9db-747d-48b8-bc46-c218e6f86bec,seller,RI,Porterton,1500000,5000000,24,,,,"8729 Mark Ridge Suite 269, Brittneyhaven, MP 67310",1805279.0,Divorce,1-3 months,True,2026-02-25T14:07:01.520325
2c056c3b-513d-48f5-a847-004fe11c763f,7fe5e6ab-f61b-422b-b6e6-80dc2807e25d,67c677ab-f703-49e4-96c0-5529ef8bfb84,seller,HI,North Ericport,400000,600000,6,,,,"52135 Palmer Springs, Jorgeburgh, AK 53505",474729.0,Upsizing,Not sure,True,2026-03-13T23:12:19.520325
4942d3bb-36bd-41c4-bba1-984f5f8e1bc0,e3e59c54-b70c-4e44-b0af-37357e815940,9391fd8e-b6c3-4276-945e-08847b858517,seller,AL,Wagnerberg,600000,900000,24,,,,"8937 Krystal Place, Erintown, MO 84852",632356.0,Upsizing,3-6 months,True,2026-06-20T06:00:52.520325
663908e3-eebb-4188-9566-cacc8411e0f6,224f0d64-6f1e-4e82-aeff-50b1c0d915c8,1538844d-1993-4127-923e-58f5d29e52c9,seller,MI,Port Heatherchester,900000,1500000,1,,,,"2215 Rowland Lane, Scottborough, PR 83738",1101369.0,Estate Sale,Not sure,True,2026-02-15T19:00:57.520325
4a5b80ad-318f-4a0d-80aa-540193967027,2b2ef01d-9ac4-411c-bbe6-56a68aeb23fc,59559ae3-18c4-47cf-8d26-c84d5c375b79,buyer,FL,Stevenfort,400000,600000,6,Approved,Condo,6-12 months,,,,,True,2026-03-09T06:15:35.520325
5a1aaa3f-daa9-4fa0-a0dc-0b09e75af88e,e494cdf3-3b3d-4aa9-b5a8-1d2863142308,2cebeb62-f337-48d8-84b7-6f1153c73a4f,buyer,AL,Lake Haleyton,1500000,5000000,3,Not Started,Commercial,1-3 months,,,,,False,2026-07-13T17:32:49.520325
739fd687-c6c6-475a-8e1c-efd1514b68ca,9c0e5ffc-50d0-4ea4-a02e-b3f117f7c8d6,35294f62-65fa-4b6e-9cfa-19b91cc40822,seller,ND,New Barry,1500000,5000000,6,,,,"51958 Randy Drive Apt. 944, Williamburgh, MP 26923",4652570.0,Estate Sale,Not sure,True,2026-03-18T01:50:07.520325
9637d2fb-6cde-4dd3-a1c2-dbd2c42160f6,5a62873e-1043-47c7-9d6a-a8c54b744069,a6eac6ec-c09e-474c-a43f-8d1ce1dd2779,seller,AL,Tinachester,600000,900000,6,,,,"724 Dalton Parks, Lake Michael, NJ 40270",828316.0,Estate Sale,3-6 months,True,2026-02-02T19:07:33.520325
17ba503c-e0fb-4853-9d6d-b62008dc4974,08a68edf-fc8c-4fb2-a796-904a3dc893ad,8eb99ca8-69b0-404e-a96f-b45f1a834379,seller,OK,Port Brooke,900000,1500000,24,,,,"7242 Marsh Flat Apt. 652, Waltershire, IN 03218",1176502.0,Financial Hardship,Not sure,True,2026-06-17T02:27:37.520325
72c6b7e2-6280-4522-b1fe-6d28777d63da,4518eadc-1b5c-4dc3-9a80-1c56613063cf,85070b73-ae26-41e1-b442-76cbb39d1c77,buyer,MD,North Alexandraberg,600000,900000,24,In Progress,Land,1-3 months,,,,,True,2026-06-10T10:33:46.520325
acd6074e-a901-4d8b-9556-2f2fc60dfcdd,9f4c1a2a-1289-4a12-9dd3-4fec706f7f22,1c97c979-cd63-4ea1-82ff-b1daa93afd2a,seller,HI,Marquezstad,250000,400000,1,,,,"384 Wolfe Parkway Apt. 056, Ramirezborough, PW 18475",306739.0,Downsizing,1-3 months,True,2026-01-22T14:27:02.520325
b1993746-ca4a-43bc-a9db-124998b1141e,f193b298-cf2d-4433-9be7-fda41584fe19,dd7da5ce-cd0b-46ea-a180-5c9c584a2c22,buyer,MA,Rasmussenmouth,400000,600000,3,Not Started,Multi-Family,3-6 months,,,,,True,2026-01-20T01:54:27.520325
67754695-83f4-4d5d-bddb-303ba7c21e67,bb632db7-b009-41f8-8a83-e121125a7a63,4766f53a-39b4-4c89-86b5-f27bf857c557,buyer,HI,Port Tamara,100000,250000,6,In Progress,Townhouse,3-6 months,,,,,True,2026-06-04T19:29:42.520325
dadbd656-9753-4cbe-89c0-081e94758da8,6320886b-8284-4856-8232-506464360d11,85070b73-ae26-41e1-b442-76cbb39d1c77,buyer,MD,North Alexandraberg,600000,900000,24,In Progress,Land,1-3 months,,,,,True,2026-05-15T16:50:50.520325
